S no,Brand,Model,Reference Number,Watch Name,Price,Year Of Production,Scope of delivery,Gender,Location,Source Url
1742,Rolex,Day-Date II,218239, Rolex Day-date Ii Réf.218239,"30,900 €",Unknown," Original papers, no original box",,"France, Paris",https://www.chrono24.fr/rolex/day-date-ii-ref218239--id16533349.htm?SETLANG=en_GB&SETCURR=EUR
1743,Rolex,Day-Date 36,18038, Rolex Day-Date Stella Oxblood diamond-set dial - Unpolished,"34,500 €",1981," No original box, no original papers", Men''s watch/Unisex,"France, Paris",https://www.chrono24.fr/rolex/rolex-day-date-stella-oxblood-diamond-set-dial---unpolished--id14221552.htm?SETLANG=en_GB&SETCURR=EUR
1744,Rolex,Day-Date 36,118205, Rolex Day-Date NOS Stickers,"24,900 €",2003," Original box, original papers", Men''s watch/Unisex,"France, Paris",https://www.chrono24.fr/rolex/rolex-day-date-nos-stickers--id16459541.htm?SETLANG=en_GB&SETCURR=EUR
1745,Rolex,Day-Date 36,18238, Rolex Day-Date President 36mm yellow gold ONYX dial NOS FULL SET + 2020 Service,"27,500 €",1999," Original box, original papers", Men''s watch/Unisex,"Belgium, Antwerpen",https://www.chrono24.fr/rolex/rolex-day-date-president-36mm-yellow-gold-onyx-dial-nos-full-set--2020-service--id16456015.htm?SETLANG=en_GB&SETCURR=EUR
1746,Rolex,Day-Date 36,18038 18038, Rolex Montre Rolex Day-Date en or jaune Ref : 18038 Vers 1991,"13,880 €",1991," No original box, no original papers",,"France, Paris",https://www.chrono24.fr/rolex/montre-rolex-day-date-en-or-jaune-ref--18038-vers-1991--id15336223.htm?SETLANG=en_GB&SETCURR=EUR
1747,Rolex,Day-Date 36,1803, Rolex Day-Date 36 Linen,"6,500 €",1965," No original box, no original papers", Men''s watch/Unisex,"Belgium, Ghent",https://www.chrono24.fr/rolex/day-date-36-linen--id15853591.htm?SETLANG=en_GB&SETCURR=EUR
1748,Rolex,Day-Date 36,1803, Rolex Day-Date 36,"5,900 €",1963," No original box, no original papers", Men''s watch/Unisex,"France, Paris",https://www.chrono24.fr/rolex/rolex-day-date-36--id12374393.htm?SETLANG=en_GB&SETCURR=EUR
1749,Rolex,Day-Date 36,18038, Rolex Day-Date 36 Day Date 36,"17,990 €",Unknown," Original box, no original papers", Men''s watch/Unisex,"Belgium, Brussel",https://www.chrono24.fr/rolex/rolex-day-date-36-day-date-36--id16264198.htm?SETLANG=en_GB&SETCURR=EUR
1750,Rolex,Day-Date II,, Rolex Day Date II Platinum 218206 Full Set,"38,000 €",2010," Original box, original papers",,"Belgium, Bruxelles",https://www.chrono24.fr/rolex/day-date-ii-platinum-218206-full-set--id15559233.htm?SETLANG=en_GB&SETCURR=EUR
1751,Rolex,Day-Date 36,18238, Rolex Day-Date 36,"18,000 €",1992," Original box, original papers", Men''s watch/Unisex,"Belgium, Bruxelles",https://www.chrono24.fr/rolex/day-date-36--id16594188.htm?SETLANG=en_GB&SETCURR=EUR
1752,Rolex,Day-Date 36,1803, Rolex Day-Date with linen dial,"7,950 €",1971," No original box, no original papers", Men''s watch/Unisex,"France, Paris",https://www.chrono24.fr/rolex/rolex-day-date-with-linen-dial--id16588135.htm?SETLANG=en_GB&SETCURR=EUR
1753,Rolex,Day-Date,18206, Rolex Day-Date,Price on request,1998," Original box, original papers", Men''s watch/Unisex,"France, Paris",https://www.chrono24.fr/rolex/day-date--id12564725.htm?SETLANG=en_GB&SETCURR=EUR
1754,Rolex,Day-Date 40,228349RBR, Rolex Day-date 40 Réf.228349rbr,"41,200 €",2018," Original box, original papers",,"France, Paris",https://www.chrono24.fr/rolex/day-date-40-ref228349rbr--id16507039.htm?SETLANG=en_GB&SETCURR=EUR
1755,,,,Rolex Day-Date 36,,,,,,https://www.chrono24.fr/rolex/rolex-president-day-date--id16117193.htm?SETLANG=en_GB&SETCURR=EUR
1756,Rolex,Day-Date Oysterquartz,19028, Rolex Day-Date Oysterquartz Pyramid diamond dial top condition,"10,950 €",1986," Original box, no original papers", Men''s watch/Unisex,"Belgium, Afsnee",https://www.chrono24.fr/rolex/rolex-day-date-oysterquartz-pyramid-diamond-dial-top-condition--id16267998.htm?SETLANG=en_GB&SETCURR=EUR
1757,Rolex,Day-Date 40,228206-0004, Rolex Day-Date 40 Platinum President Ice Blue Dial 228206,"45,151 €",2016," Original box, original papers", Men''s watch/Unisex,"United States of America, New York, New York",https://www.chrono24.fr/rolex/rolex-day-date-40-platinum-president-ice-blue-dial-228206--id15841673.htm?SETLANG=en_GB&SETCURR=EUR
1758,Rolex,Day-Date,1807, Rolex Day-Date 1807 bark finish,"8,592 €",Unknown," No original box, no original papers", Men''s watch/Unisex,"United States of America, Florida, Key Biscayne",https://www.chrono24.fr/rolex/rolex-day-date-1807-bark-finish--id12312787.htm?SETLANG=en_GB&SETCURR=EUR
1759,Rolex,Day-Date,, Rolex Day-Date early 6611 Rose Gold sublime Bronze Dial,"22,500 €",1976," No original box, no original papers",,"Belgium, Bruxelles",https://www.chrono24.fr/rolex/day-date-early-6611-rose-gold-sublime-bronze-dial--id11012585.htm?SETLANG=en_GB&SETCURR=EUR
1760,Rolex,Day-Date 36,18038, Rolex Day Date President 18038,"12,414 €",1984," No original box, no original papers", Men''s watch/Unisex,"United States of America, Colorado, Greeley",https://www.chrono24.fr/rolex/rolex-day-date-president-18038--id14830163.htm?SETLANG=en_GB&SETCURR=EUR
1761,Rolex,Day-Date 36,128235, Rolex Day-Date 36MM Pink Gold Pink dial with diamonds on index President pink gold bracelet 2020,"35,500 €",2020," Original box, original papers", Men''s watch/Unisex,"Belgium, Antwerpen",https://www.chrono24.fr/rolex/rolex-day-date-36mm-pink-gold-pink-dial-with-diamonds-on-index-president-pink-gold-bracelet-2020--id16303377.htm?SETLANG=en_GB&SETCURR=EUR
1762,Rolex,Day-Date 40,228239, Rolex Day-date 40 Réf.228239,"32,000 €",2016," Original box, original papers",,"France, Paris",https://www.chrono24.fr/rolex/day-date-40-ref228239--id16464046.htm?SETLANG=en_GB&SETCURR=EUR
1763,Rolex,Day-Date II,218239, Rolex 218239 Day-Date II 41mm White Gold - - Chocolate Roman,"30,708 €",2015," Original box, original papers",,"United Kingdom, London",https://www.chrono24.fr/rolex/218239-day-date-ii-41mm-white-gold------chocolate-roman--id16380264.htm?SETLANG=en_GB&SETCURR=EUR
1764,Rolex,Day-Date 36,1803, Rolex Day-Date 1803 Rare 5 Minutes Track Dial With Rolex Service,"7,900 €",1974," No original box, no original papers", Men''s watch/Unisex,"France, Paris",https://www.chrono24.fr/rolex/day-date-1803-rare-5-minutes-track-dial-with-rolex-service--id13139868.htm?SETLANG=en_GB&SETCURR=EUR
1765,Rolex,Day-Date 40,228238, Rolex 228238 Champagne Dial Day-date 40mm,"34,017 €",2020," Original box, original papers", Men''s watch/Unisex,"United States of America, New York, New York",https://www.chrono24.fr/rolex/rolex-228238-champagne-dial-day-date-40mm--id11564788.htm?SETLANG=en_GB&SETCURR=EUR
1766,Rolex,Day-Date 36,1803, Rolex Day-Date 36,"9,118 €",Unknown," No original box, no original papers", Men''s watch/Unisex,"United States of America, Florida, Key Biscayne",https://www.chrono24.fr/rolex/day-date-36--id12409413.htm?SETLANG=en_GB&SETCURR=EUR
1767,Rolex,Day-Date II,, Rolex Day-Date II (41mm),"39,000 €",2012," Original box, original papers",,"Belgium, Bruxelles",https://www.chrono24.fr/rolex/day-date-ii-41mm--id16519408.htm?SETLANG=en_GB&SETCURR=EUR
1768,Rolex,Day-Date 36,118209, Rolex Day-Date 36 White Gold Blue Wave Dial Complete Set,"20,823 €",2012," Original box, original papers", Men''s watch/Unisex,"United States of America, Colorado, Greeley",https://www.chrono24.fr/rolex/rolex-day-date-36-white-gold-blue-wave-dial-complete-set--id14823386.htm?SETLANG=en_GB&SETCURR=EUR
1769,Rolex,Day-Date 36,18239, Rolex Day-Date Vignette Diamond,"18,500 €",1998," No original box, no original papers", Men''s watch/Unisex,"The Netherlands, Amsterdam",https://www.chrono24.fr/rolex/rolex-day-date-vignette-diamond--id14637853.htm?SETLANG=en_GB&SETCURR=EUR
1770,Rolex,Day-Date 40,228239, Rolex Day-Date 40 Green 228239 - New Full Set,"34,900 €",2020," Original box, original papers", Men''s watch/Unisex,"France, Paris",https://www.chrono24.fr/rolex/rolex-day-date-40-green-228239----new-full-set--id16430850.htm?SETLANG=en_GB&SETCURR=EUR
1771,Rolex,Day-Date,18296, Rolex Day-Date,"24,987 €",1995," No original box, no original papers", Men''s watch/Unisex,"United States of America, California, SAN DIEGO",https://www.chrono24.fr/rolex/rolex-day-date--id16025672.htm?SETLANG=en_GB&SETCURR=EUR
1772,Rolex,Day-Date 40,228238, Rolex Day-Date 40 Yellow Gold 2020 UNWORN,"32,975 €",2020," Original box, original papers", Men''s watch/Unisex,"United Kingdom, Wilmslow",https://www.chrono24.fr/rolex/rolex-day-date-40-yellow-gold-2020-unworn--id16262242.htm?SETLANG=en_GB&SETCURR=EUR
1773,,,,Rolex Day-Date 36,,,,,,https://www.chrono24.fr/rolex/white-gold-day-date-watch-ref-1803--id15929723.htm?SETLANG=en_GB&SETCURR=EUR
1774,Rolex,Day-Date 36,128238, Rolex Day-Date 36 Diamond-Paved 128238 NEW 2020,"52,604 €",2020," Original box, original papers", Men''s watch/Unisex,"United States of America, New York, New York",https://www.chrono24.fr/rolex/rolex-day-date-36-diamond-paved-128238-new-2020--id14307625.htm?SETLANG=en_GB&SETCURR=EUR
1775,Rolex,Day-Date 36,18238, Rolex Day-Date 36,"15,957 €",Unknown," No original box, no original papers", Men''s watch/Unisex,"United States of America, Florida, Key Biscayne",https://www.chrono24.fr/rolex/rolex-day-date-36--id12312674.htm?SETLANG=en_GB&SETCURR=EUR
1776,Rolex,Day-Date 36,18038, Rolex Day-Date President 18K,"11,340 €",1984," Original box, no original papers", Men''s watch/Unisex,"Portugal, Lisboa",https://www.chrono24.fr/rolex/rolex-day-date-president-18k--id16299663.htm?SETLANG=en_GB&SETCURR=EUR
1777,Rolex,Day-Date 36,18238, Rolex 18238 Day-Date 36 (super rare Grossular dial / LC 100),"29,450 €",1999," Original box, original papers", Men''s watch/Unisex,"Germany, München",https://www.chrono24.fr/rolex/18238-day-date-36-super-rare-grossular-dial--lc-100--id15085740.htm?SETLANG=en_GB&SETCURR=EUR
1778,Rolex,Day-Date 36,18038, Rolex Day-Date Ref. 18038 ‘Vignette’,"16,600 €",1986," No original box, no original papers", Men''s watch/Unisex,"The Netherlands, Amsterdam",https://www.chrono24.fr/rolex/day-date-ref-18038-vignette--id13291424.htm?SETLANG=en_GB&SETCURR=EUR
1779,Rolex,Day-Date 36,118206, Rolex Day-date,"35,000 €",2008," Original box, original papers", Men''s watch/Unisex,"France, Paris",https://www.chrono24.fr/rolex/rolex-day-date--id15955936.htm?SETLANG=en_GB&SETCURR=EUR
1780,Rolex,Day-Date,18946, Rolex Day-Date,"43,399 €",2004," Original box, original papers", Men''s watch/Unisex,"United States of America, California, SAN DIEGO",https://www.chrono24.fr/rolex/rolex-day-date--id16217404.htm?SETLANG=en_GB&SETCURR=EUR
1781,Rolex,Day-Date 40,228238, Rolex Day-Date 40,"31,670 €",2016," Original box, original papers", Men''s watch/Unisex,"Sweden, Göteborg",https://www.chrono24.fr/rolex/rolex-day-date-40--id16136326.htm?SETLANG=en_GB&SETCURR=EUR
1782,Rolex,Day-Date 40,228235, Rolex Day-Date 40 228235 Unworn Box &amp; Papers 2019,"38,330 €",2019," Original box, original papers", Men''s watch/Unisex,"United Kingdom, Wilmslow",https://www.chrono24.fr/rolex/day-date-40-228235-unworn-box--papers-2019--id15416455.htm?SETLANG=en_GB&SETCURR=EUR
1783,Rolex,Day-Date 40,228235, Rolex Day-Date 40 Olive Green Dial 228235,"40,944 €",2019," Original box, original papers", Men''s watch/Unisex,"United States of America, New York, New York",https://www.chrono24.fr/rolex/rolex-day-date-40-olive-green-dial-228235--id15465636.htm?SETLANG=en_GB&SETCURR=EUR
1784,Rolex,Day-Date,18346, Rolex Day-Date,"23,234 €",Unknown," Original papers, no original box", Men''s watch/Unisex,"United States of America, Florida, Key Biscayne",https://www.chrono24.fr/rolex/day-date--id12313730.htm?SETLANG=en_GB&SETCURR=EUR
1785,,,,Rolex Day-Date 40,,,,,,https://www.chrono24.fr/rolex/rolex-day-date-40-all-stickers--id16398564.htm?SETLANG=en_GB&SETCURR=EUR
1786,Rolex,Day-Date 36,128238, Rolex Day-Date 36 Green Diamond Dial 18ct Yellow Gold Unworn,"37,967 €",2020," Original box, original papers", Men''s watch/Unisex,"United Kingdom, Gateshead",https://www.chrono24.fr/rolex/rolex-day-date-36-green-diamond-dial-18ct-yellow-gold-unworn--id16357380.htm?SETLANG=en_GB&SETCURR=EUR
1787,Rolex,Day-Date 36,18238, Rolex President Day/date Yellow Gold Automatic Watch C. 1999 18238,"16,614 €",1990," No original box, no original papers", Men''s watch/Unisex,"United States of America, Florida, Naples",https://www.chrono24.fr/rolex/president-daydate-yellow-gold-automatic-watch-c-1999-18238--id15294757.htm?SETLANG=en_GB&SETCURR=EUR
1788,Rolex,Day-Date,DAY-DATE, Rolex President 18K Gold Day-Date Diamond Watch Ref. # 18038 | 3.50 CT,"13,585 €",Unknown," No original box, no original papers", Men''s watch/Unisex,"United States of America, Georgia, Atlanta",https://www.chrono24.fr/rolex/president-18k-gold-day-date-diamond-watch-ref--18038--350-ct--id12470196.htm?SETLANG=en_GB&SETCURR=EUR
1789,Rolex,Day-Date 40,228239, Rolex Day-date 40 BLUE DIAL WHITE GOLD 228239,"33,900 €",2020," Original box, original papers", Men''s watch/Unisex,"Italy, Torino",https://www.chrono24.fr/rolex/rolex-day-date-40-blue-dial-white-gold-228239--id15714046.htm?SETLANG=en_GB&SETCURR=EUR
1790,Rolex,Day-Date 36,118135, Rolex Day-Date 36 Everose,"16,490 €",2015," Original box, original papers", Men''s watch/Unisex,"Germany, München",https://www.chrono24.fr/rolex/rolex-day-date-36-everose--id15131013.htm?SETLANG=en_GB&SETCURR=EUR
1791,Rolex,Day-Date 36,118205, Rolex Day-Date Rose Gold Black MOP Dial - Serviced by Rolex,"19,720 €",2003," Original box, original papers", Men''s watch/Unisex,"United Kingdom, Wilmslow",https://www.chrono24.fr/rolex/day-date-rose-gold-black-mop-dial---serviced-by-rolex--id10707912.htm?SETLANG=en_GB&SETCURR=EUR
1792,Rolex,Day-Date 40,228235, Rolex Day-date 40 Sundust Roman Dial 228235 NEW 2020,"36,296 €",2020," Original box, original papers", Men''s watch/Unisex,"United States of America, New York, New York",https://www.chrono24.fr/rolex/rolex-day-date-40-sundust-roman-dial-228235--new-2020--id15933855.htm?SETLANG=en_GB&SETCURR=EUR
1793,Rolex,Day-Date,18049, Rolex 18049 Day-Date (crazy yellow tropical dial / collectors set / 18039),"23,300 €",1981," Original box, original papers", Men''s watch/Unisex,"Germany, München",https://www.chrono24.fr/rolex/rolex-18049-day-date-crazy-yellow-tropical-dial--collectors-set--18039--id16221362.htm?SETLANG=en_GB&SETCURR=EUR
1794,Rolex,Day-Date 36,118205F, Rolex Day-Date 36 LC 100 perfect condition box papers,"22,999 €",2012," Original box, original papers", Men''s watch/Unisex,"Germany, Weißenhorn",https://www.chrono24.fr/rolex/rolex-day-date-36-lc-100-perfect-condition-box-papers--id15454682.htm?SETLANG=en_GB&SETCURR=EUR
1795,,,,Rolex Day-Date 40,,,,,,https://www.chrono24.fr/rolex/day-date-40mm-yellow-gold-silver-motif-dial-228238--id16529248.htm?SETLANG=en_GB&SETCURR=EUR
1796,Rolex,Day-Date,, Rolex President Day-date 18k Yellow Gold Box/books L282049 18238 100% Authentic,"14,023 €",1990," Original box, no original papers", Men''s watch/Unisex,"United States of America, Florida, Naples",https://www.chrono24.fr/rolex/president-day-date-18k-yellow-gold-boxbooks-l282049-18238-100-authentic--id15294809.htm?SETLANG=en_GB&SETCURR=EUR
1797,Rolex,Day-Date,DAY-DATE, Rolex President Day-Date 18038 Diamond Watch Green Dial 15.11 CT.,"26,736 €",Unknown," No original box, no original papers", Men''s watch/Unisex,"United States of America, Georgia, Atlanta",https://www.chrono24.fr/rolex/president-day-date-18038-diamond-watch-green-dial-1511-ct--id14207937.htm?SETLANG=en_GB&SETCURR=EUR
1798,Rolex,Day-Date 40,228235, Rolex DAY DATE ROSE GOLD BAGUETTE CHOCO DIAL,"43,500 €",2020," Original box, original papers",,"Italy, Torino",https://www.chrono24.fr/rolex/rolex-rolex-day-date-rose-gold-baguette-choco-dial--id16412237.htm?SETLANG=en_GB&SETCURR=EUR
1799,Rolex,Day-Date 40,228235, Rolex Day-Date 40 olive green dial,"36,500 €",2020," Original box, original papers", Men''s watch/Unisex,"Belgium, Antwerpen",https://www.chrono24.fr/rolex/day-date-40-olive-green-dial--id8602698.htm?SETLANG=en_GB&SETCURR=EUR
1800,Rolex,Day-Date 36,18238, Rolex Day-Date 36 18238 Serviced By Rolex in June 2020,"17,911 €",1990," Original box, no original papers", Men''s watch/Unisex,"United Kingdom, Wilmslow",https://www.chrono24.fr/rolex/day-date-36-18238-serviced-by-rolex-in-june-2020--id15437680.htm?SETLANG=en_GB&SETCURR=EUR
1801,Rolex,Day-Date 40,228239, Rolex Day-date 40 White Gold Blue Dial 228239,"32,089 €",2019," Original box, original papers", Men''s watch/Unisex,"United States of America, New York, New York",https://www.chrono24.fr/rolex/rolex-day-date-40-white-gold-blue-dial-228239--id15909239.htm?SETLANG=en_GB&SETCURR=EUR
1802,Rolex,Day-Date 36,1803, Rolex Day-Date 36 Florentine 18K Gold Presidential,"7,891 €",1971," No original box, no original papers", Men''s watch/Unisex,"United States of America, Florida, Miami Beach",https://www.chrono24.fr/rolex/day-date-36-florentine-18k-gold-presidential--id12943387.htm?SETLANG=en_GB&SETCURR=EUR
1803,Rolex,Day-Date 36,18039," Rolex Day-Date Tridor 18039 ( Jubilee diamond dial, Box and Paper)","18,500 €",1985," Original box, original papers", Men''s watch/Unisex,"Malta, Valletta",https://www.chrono24.fr/rolex/day-date-tridor-18039--jubilee-diamond-dial-box-and-paper--id10403494.htm?SETLANG=en_GB&SETCURR=EUR
1804,Rolex,Day-Date,1803A," Rolex White Gold Day-Date Blue Stella Watch, Ref. 1803","52,604 €",1978," No original box, no original papers", Men''s watch/Unisex,"United States of America, California, Beverly Hills",https://www.chrono24.fr/rolex/white-gold-day-date-blue-stella-watch-ref-1803--id12479820.htm?SETLANG=en_GB&SETCURR=EUR
1805,Rolex,Day-Date 36,118238, Rolex President 118238 Day Date Champange Stick Dial Box Books Papers,"18,412 €",2000," Original box, no original papers", Men''s watch/Unisex,"United States of America, Florida, Naples",https://www.chrono24.fr/rolex/president-118238-day-date--champange-stick--dial-box-books-papers--id15294801.htm?SETLANG=en_GB&SETCURR=EUR
1806,Rolex,Day-Date 36,18038, Rolex 36mm President Day-Date 18038 Diamond 18K Gold Watch White MOP Dial 3 CT.,"13,585 €",Unknown," No original box, no original papers", Men''s watch/Unisex,"United States of America, Georgia, Atlanta",https://www.chrono24.fr/rolex/36mm-president-day-date-18038-diamond-18k-gold-watch-white-mop-dial-3-ct--id13969918.htm?SETLANG=en_GB&SETCURR=EUR
1807,Rolex,Day-Date 40,228239, Rolex Day-date 40 WHITE GOLD WHITE DIAL 228239,"32,900 €",2020," Original box, original papers", Men''s watch/Unisex,"Italy, Torino",https://www.chrono24.fr/rolex/rolex-day-date-40-white-gold-white-dial-228239--id15714070.htm?SETLANG=en_GB&SETCURR=EUR
1808,Rolex,Day-Date 40,228206, Rolex Day-Date 40 platinum ice blue dial,"54,500 €",2020," Original box, original papers", Men''s watch/Unisex,"Belgium, Antwerpen",https://www.chrono24.fr/rolex/rolex-day-date-40-platinum-ice-blue-dial--id16156300.htm?SETLANG=en_GB&SETCURR=EUR
1809,Rolex,Day-Date 36,118238, Rolex Day-Date 36 118238 Box &amp; Papers 2016,"23,260 €",2016," Original box, original papers",,"United Kingdom, Wilmslow",https://www.chrono24.fr/rolex/rolex-day-date-36-118238-box--papers-2016--id16224522.htm?SETLANG=en_GB&SETCURR=EUR
1810,Rolex,Day-Date 40,228238, Rolex Day-date 40 Black Diagonal Motif Dial 228238 NEW 2020,"31,562 €",2020," Original box, original papers", Men''s watch/Unisex,"United States of America, New York, New York",https://www.chrono24.fr/rolex/rolex-day-date--40-black-diagonal-motif-dial-228238-new-2020--id15934456.htm?SETLANG=en_GB&SETCURR=EUR
1811,Rolex,Day-Date 40,228235, Rolex Day-Date 40 Olive Green Dial 18K Rose Gold President Unworn,"43,837 €",2020," Original box, original papers", Men''s watch/Unisex,"United States of America, New York, New York",https://www.chrono24.fr/rolex/rolex-day-date-40-olive-green-dial-18k-rose-gold-president-unworn--id8204220.htm?SETLANG=en_GB&SETCURR=EUR
1812,Rolex,Day-Date 40,228235, Rolex Day-Date 40,"37,408 €",2020," Original box, original papers", Men''s watch/Unisex,"United Kingdom, loudwater",https://www.chrono24.fr/rolex/day-date-40--id15596001.htm?SETLANG=en_GB&SETCURR=EUR
1813,Rolex,Day-Date 40,228235, Rolex NEW Day-Date 40 Green Grün Rose Präsident,"38,950 €",2020," Original box, original papers", Men''s watch/Unisex,"Germany, 68723 Schwetzingen",https://www.chrono24.fr/rolex/rolex-new-day-date-40-green-gruen-rose-praesident--id16520513.htm?SETLANG=en_GB&SETCURR=EUR
1814,,,,Rolex Day-Date,,,,,,https://www.chrono24.fr/rolex/6611-b-oyster-perpetual-day-date-6611-18k-yellow-gold--silver-dial-c-1959-34007--id15623588.htm?SETLANG=en_GB&SETCURR=EUR
1815,Rolex,Day-Date 36,18038, Rolex President Day-Date 18038 Diamond Watch 18K Gold 36mm Meteorite Dial 4.18 CT,"15,339 €",Unknown," No original box, no original papers", Men''s watch/Unisex,"United States of America, Georgia, Atlanta",https://www.chrono24.fr/rolex/president-day-date-18038-diamond-watch-18k-gold-36mm-meteorite-dial-418-ct--id12470164.htm?SETLANG=en_GB&SETCURR=EUR
1816,Rolex,Day-Date 40,228235, Rolex DAY DATE CHOCO ROMAN DIAL 228235,"38,900 €",2020," Original box, original papers",,"Italy, Torino",https://www.chrono24.fr/rolex/rolex-day-date-choco-roman-dial-228235--id10677459.htm?SETLANG=en_GB&SETCURR=EUR
1817,Rolex,Day-Date 40,228235, Rolex Day-Date 40,"36,000 €",2020," Original box, original papers", Men''s watch/Unisex,"Belgium, Antwerpen",https://www.chrono24.fr/rolex/day-date-40--id14424337.htm?SETLANG=en_GB&SETCURR=EUR
1818,Rolex,Day-Date 36,18238, Rolex Day-Date President 18238 SERVICED BY ROLEX 36mm Yellow Gold Black Dial,"13,400 €",1991," No original box, no original papers", Men''s watch/Unisex,"United Kingdom, Manchester",https://www.chrono24.fr/rolex/rolex-day-date-president-18238-serviced-by-rolex-36mm-yellow-gold-black-dial--id16508753.htm?SETLANG=en_GB&SETCURR=EUR
1819,Rolex,Day-Date II,218238, Rolex 218238 Day-Date II Matt Black Dial Yellow Gold,"37,261 €",2015," Original box, original papers", Men''s watch/Unisex,"United States of America, New York, New York",https://www.chrono24.fr/rolex/rolex-218238-day-date-ii-matt-black-dial-yellow-gold--id16529943.htm?SETLANG=en_GB&SETCURR=EUR
1820,Rolex,Day-Date 36,128235, Rolex Day-Date 36 Everose Gold 18K Rose Mother of Pearl Diamond President Complete,"32,878 €",2020," Original box, original papers", Men''s watch/Unisex,"United States of America, New York, New York",https://www.chrono24.fr/rolex/rolex-day-date-36-everose-gold-18k-rose-mother-of-pearl-diamond-president-complete--id15934130.htm?SETLANG=en_GB&SETCURR=EUR
1821,Rolex,Day-Date 36,118206 83206, Rolex day date platinum,"39,083 €",2017," Original box, original papers",,"United Kingdom, london",https://www.chrono24.fr/rolex/rolex-day-date-platinum--id8354443.htm?SETLANG=en_GB&SETCURR=EUR
1822,Rolex,Day-Date 40,228238, Rolex NEW Day-Date 40 Black 18K Gelbgold Präsident,"31,950 €",2018," Original box, original papers", Men''s watch/Unisex,"Germany, 68723 Schwetzingen",https://www.chrono24.fr/rolex/rolex-new-day-date-40-black-18k-gelbgold-praesident--id15782682.htm?SETLANG=en_GB&SETCURR=EUR
1823,Rolex,Day-Date 36,118238, Rolex President Day/date Yellow Gold Automatic Watch C. 2002 118238 Box &amp; Papers,"19,288 €",2000," Original box, no original papers",,"United States of America, Florida, Naples",https://www.chrono24.fr/rolex/president-daydate-yellow-gold-automatic-watch-c-2002-118238-box--papers--id15294794.htm?SETLANG=en_GB&SETCURR=EUR
1824,Rolex,Day-Date 36,DAY-DATE, Rolex President Day-Date 18038 Diamond Watch 18K Gold 36mm Green Roman 6.21 CT.,"17,530 €",Unknown," No original box, no original papers", Men''s watch/Unisex,"United States of America, Georgia, Atlanta",https://www.chrono24.fr/rolex/president-day-date-18038-diamond-watch-18k-gold-36mm-green-roman-621-ct--id12470233.htm?SETLANG=en_GB&SETCURR=EUR
1825,Rolex,Day-Date 40,228238, Rolex DAY DATE 40 MM SILVER DIAGONAL MOTIF 228238,"32,300 €",2020," Original box, original papers",,"Italy, Torino",https://www.chrono24.fr/rolex/rolex-day-date-40-mm-silver-diagonal-motif-228238--id15714029.htm?SETLANG=en_GB&SETCURR=EUR
1826,,,,Rolex Day-Date,,,,,,https://www.chrono24.fr/rolex/1803-oyster-perpetual-day-date-1803-18k-rose-gold-nice-35278--id15926879.htm?SETLANG=en_GB&SETCURR=EUR
1827,Rolex,Day-Date 40,228239, Rolex Day-Date 40 GREEN DIAL 08/2020 LC . Germany,"33,900 €",2020," Original box, original papers", Men''s watch/Unisex,"Spain, Barcelona",https://www.chrono24.fr/rolex/rolex-day-date-40-green-dial-082020-lc--germany--id13367171.htm?SETLANG=en_GB&SETCURR=EUR
1828,Rolex,Day-Date II,218206, Rolex 218206 Platinum Day-Date II,"41,147 €",2014," Original box, original papers", Men''s watch/Unisex,"United States of America, New York, New York",https://www.chrono24.fr/rolex/rolex-218206-platinum-day-date-ii--id16529963.htm?SETLANG=en_GB&SETCURR=EUR
1829,Rolex,Day-Date 36,128235, Rolex Day-Date 36 Everose Gold 18K Rose Diamond Pave Rainbow Sapphire President,"58,742 €",2020," Original box, original papers", Men''s watch/Unisex,"United States of America, New York, New York",https://www.chrono24.fr/rolex/rolex-day-date-36-everose-gold-18k-rose-diamond-pave-rainbow-sapphire-president--id16265032.htm?SETLANG=en_GB&SETCURR=EUR
1830,Rolex,Day-Date 36,18038, Rolex Day Date President,"13,000 €",1980," No original box, no original papers", Men''s watch/Unisex,"Austria, Wien",https://www.chrono24.fr/rolex/day-date-president--id13948754.htm?SETLANG=en_GB&SETCURR=EUR
1831,Rolex,Day-Date 36,18038, Rolex Day-Date STELLA OXBLOOD DIAMOND DIAL,"12,000 €",1979," No original box, no original papers", Men''s watch/Unisex,"Italy, Roma",https://www.chrono24.fr/rolex/rolex-day-date--stella--oxblood-diamond-dial--id16415159.htm?SETLANG=en_GB&SETCURR=EUR
1832,Rolex,Day-Date 36,18038, Rolex Day-Date Silver Dial top Condition,"12,000 €",1977," Original box, no original papers", Men''s watch/Unisex,"Italy, Milano",https://www.chrono24.fr/rolex/rolex-day-date-silver-dial-top-condition--id16524678.htm?SETLANG=en_GB&SETCURR=EUR
1833,Rolex,Day-Date 36,DAY-DATE, Rolex President Day-Date 18038 Diamond Watch 18K Gold 36mm Green Roman 10.73 CT.,"21,914 €",Unknown," No original box, no original papers", Men''s watch/Unisex,"United States of America, Georgia, Atlanta",https://www.chrono24.fr/rolex/president-day-date-18038-diamond-watch-18k-gold-36mm-green-roman-1073-ct--id7681370.htm?SETLANG=en_GB&SETCURR=EUR
